标题,链接,作者关键字,索引关键字
"Heterogeneous ad hoc networks: Architectures, advances and challenges","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000893446&doi=10.1016%2fj.adhoc.2016.11.001&partnerID=40&md5=7ff75846f38dd43daad8edd57da97ab8","Cyber-physical system; Energy consumption; Heterogeneous ad hoc networks; Security and privacy; Self-organization; Vehicular ad hoc networks","Cyber Physical System; Data fusion; Data privacy; Embedded systems; Energy utilization; Heterogeneous networks; Network architecture; Telecommunication services; Wireless sensor networks; Communication method; Digital information; Environment monitoring; Heterogeneous ad-hoc networks; Intelligent transportation; Operational complexity; Security and privacy; Self organizations; Vehicular ad hoc networks"
"A global perspective of smart cities: A survey","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885415497&doi=10.1109%2fIMIS.2013.79&partnerID=40&md5=52f1a78508a0c4f45bad5a3f13fa2f77","networks communication; sensors; smart cities","Dynamic infrastructure; Global perspective; Information and Communication Technologies; Major cities; Patented technology; Smart cities; Technological revolution; Energy efficiency; Information technology; Internet; Patents and inventions; Sensors; Ubiquitous computing; Electronic commerce"
"The governance of smart cities: A systematic literature review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048882336&doi=10.1016%2fj.cities.2018.02.014&partnerID=40&md5=b58d2699a1badf76e4fb440ace0af906","Governance; Smart City; Smart governance","conceptual framework; governance approach; literature review; research work; smart city"
"Edge Computing-An Emerging Computing Model for the Internet of Everything Era","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025087878&doi=10.7544%2fissn1000-1239.2017.20160941&partnerID=40&md5=392eac818929630a655476caf0df490e","Cloud computing; Collaborative edge; Edge computing; Internet of everything (IoE); Smart home and city","Automation; Big data; Cloud computing; Data handling; Data privacy; Intelligent buildings; Internet of things; Smart city; Cloud data centers; Collaborative edge; Computing capability; Computing capacity; Edge computing; Internet of Things (IOT); Privacy and security; Smart homes; Distributed computer systems"
"A methodological framework for benchmarking smart transport cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890281198&doi=10.1016%2fj.cities.2013.11.004&partnerID=40&md5=6a809701cfb1bd2c5435cd60fc30bd2c","City ranking; Intelligent transport system; Smart city; Smartness index; Urban transport","benchmarking; methodology; ranking; service provision; traffic congestion; transportation system; urban transport; urbanization; England; France; Ile de France; London [England]; Paris; Seattle; Singapore [Southeast Asia]; United Kingdom; United States; Ville de Paris; Washington [United States]"
"Potentials, trends, and prospects in edge technologies: Fog, cloudlet, mobile edge, and micro data centers","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036629690&doi=10.1016%2fj.comnet.2017.10.002&partnerID=40&md5=da53c664ae96abb41567d4be3f9deb8c","Edge computing; Fog computing; Internet of Things","Augmented reality; Cost reduction; Digital storage; Energy efficiency; Fog; Information filtering; Interactive computer systems; Internet of things; Multimedia systems; Smart city; Surveys; Wearable sensors; Cognitive assistance; Communication paradigm; Content delivery network; Edge computing; Emerging technologies; Interactive multimedia; Pervasive healthcare; Processed information; Distributed computer systems"
"Cooperative Fog Computing for Dealing with Big Data in the Internet of Vehicles: Architecture and Hierarchical Resource Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040027591&doi=10.1109%2fMCOM.2017.1700208&partnerID=40&md5=e490ce190b09f05ed113f7bc2e1a06f7",,"Big data; Computer architecture; Data acquisition; Data handling; Digital storage; Distributed computer systems; Energy efficiency; Fog; Hierarchical systems; Internet; Natural resources management; Network architecture; Resource allocation; Smart city; Vehicles; Distributed computations; Efficient architecture; Hierarchical model; Hierarchical resource management; Intelligent vehicular networks; Offloading computations; Resource management; Vehicle applications; Information management"
"A comprehensive approach to privacy in the cloud-based Internet of Things","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958927315&doi=10.1016%2fj.future.2015.09.016&partnerID=40&md5=8490472b076a296452afe6cf59640af1","Cloud computing; Internet of Things; Model-driven development; Privacy; User acceptance","Cloud computing; Data privacy; Distributed database systems; Internet; Web services; Adaptable interfaces; Application area; Critical factors; Development process; Model driven development; Pervasive healthcare; Privacy requirements; User acceptance; Internet of things"
"A smart parking lot management system for scheduling the recharging of electric vehicles","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960118296&doi=10.1109%2fTSG.2015.2403287&partnerID=40&md5=5d1530af86d1e5dae46fe8f3769401c4","Electric vehicles (EVs); recharging; scheduling; smart grids","Electric vehicles; Earliest deadline first; Electric Vehicles (EVs); First come first serves; Objective functions; Probabilistic patterns; Scheduling mechanism; Vehicular mobilities; Vehicular mobility models; Scheduling"
"DDoS Attack Detection and Mitigation Using SDN: Methods, Practices, and Solutions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012207035&doi=10.1007%2fs13369-017-2414-5&partnerID=40&md5=d87a185fd16cd064702737e38847d71f","DDoS attacks; DDoS mitigation; OpenFlow; SDN; Software-defined networking",
"Efficient Scavenging of Solar and Wind Energies in a Smart City","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976541411&doi=10.1021%2facsnano.6b02575&partnerID=40&md5=451aaf9a84f5b7333af8da6d0bdbd392","hybridized nanogenerator; Li-ion battery; self-powered; smart city; solar cells; triboelectric nanogenerator","Energy harvesting; Lithium-ion batteries; Nanotechnology; Solar energy; Turbogenerators; Wind power; Wind turbines; Charging performance; Energy scavenging; Intelligent devices; Nanogenerator; Self-powered; Smart cities; Solar and wind energies; Sustainable energy supply; Solar cells"
"Distributed data stream processing and edge computing: A survey on resource elasticity and future directions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037546359&doi=10.1016%2fj.jnca.2017.12.001&partnerID=40&md5=2d93f2178af85c27ff4b1bb71facd823","Big Data; Cloud computing; Resource elasticity; Stream processing","Cloud computing; Data handling; Decision support systems; Elasticity; Engines; Enterprise resource management; Smart city; Surveys; Data stream processing; Distributed data stream processing; Distributed environments; Emerging applications; Enterprise applications; Operational monitoring; Stream processing; Stream processing engines; Big data"
"Blockchain based hybrid network architecture for the smart city","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046638979&doi=10.1016%2fj.future.2018.04.060&partnerID=40&md5=2a5102d493a49d4f8bd4cb3dad707fb9","Blockchain; Internet of Things; Smart city; Software Defined Networking","Blockchain; Computer architecture; Digital storage; Distributed computer systems; Heterogeneous networks; Internet of things; Network security; Smart city; Software defined networking; Bandwidth bottlenecks; Distributed architecture; Distributed infrastructure; Distributed network architectures; Hybrid architectures; Intelligent information processing; Network infrastructure; Proposed architectures; Network architecture"
"Thinking about smart cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936776156&doi=10.1093%2fcjres%2frsu034&partnerID=40&md5=492637fd04c84b680f7c7ba24d7a90a1",,"modernity; urban area; urban development"
"An intrusion detection system for connected vehicles in smart cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061081071&doi=10.1016%2fj.adhoc.2019.02.001&partnerID=40&md5=079333abd36b51ae53bce5b2a601592d","Connected vehicles; Intrusion detection; QoE; QoS; Service-specific clusters; Smart city; Smart transportation; Vehicular cloud computing","Decision trees; Distributed database systems; Learning systems; Quality of service; Reduction; Smart city; Trees (mathematics); Trusted computing; Vehicles; Classification technique; False positive and false negatives; Intrusion Detection Systems; Quality of experience (QoE); Service-specific clusters; Transportation system; Trusted third parties; Vehicular clouds; Intrusion detection"
"Deep cognitive perspective: Resource allocation for noma-based heterogeneous IoT with imperfect SIC","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055214278&doi=10.1109%2fJIOT.2018.2876152&partnerID=40&md5=b9816667c11aa38709b66b650c1d5eef","Cognitive radio (CR); deep learning; heterogeneous Internet of Things (IoT); imperfect successive interference cancelation (SIC); nonorthogonal multiple access (NOMA); resource allocation (RA)","5G mobile communication systems; Cognitive radio; Deep learning; Electric power utilization; Energy efficiency; Frequency division multiple access; Learning systems; Mobile telecommunication systems; Recurrent neural networks; Resource allocation; Signal to noise ratio; Silicon carbide; Wave interference; Wireless networks; Energy-efficient resource allocation; heterogeneous IoT; imperfect SIC; NOMA; Non orthogonal multiple accesses (NOMA); Recurrent neural network (RNN); Resource management; Successive interference cancelations; Internet of things"
"ICT and sustainability in smart cities management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958688047&doi=10.1108%2fIJPSM-07-2015-0132&partnerID=40&md5=c296b9b3fc70152efa78442dbacaa9b9","Community services; ICT; Smart city management; Smartization; Sustainability",
"The design and implementation of a wireless video surveillance system","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954203556&doi=10.1145%2f2789168.2790123&partnerID=40&md5=f3707957481a6118ffb9fcedb44940de","Edge computing; Video surveillance; Wireless","Bandwidth; Cameras; Distributed computer systems; Mobile computing; Monitoring; Network security; Radio; Retail stores; Scheduling algorithms; Video signal processing; Wi-Fi; Wireless networks; Allocation strategy; Band-width utilization; Design and implementations; Distributed wireless; Edge computing; Real time tracking; Video surveillance; Video surveillance systems; Security systems"
"Mobile-Edge Computing and the Internet of Things for Consumers: Extending cloud computing and services to the edge of the network.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989332751&doi=10.1109%2fMCE.2016.2590099&partnerID=40&md5=4124a2af7f2f80bf09ee813603686fae",,"Cloud computing; Data handling; Distributed computer systems; Emergency services; Geographical distribution; Internet; Internet protocols; Location based services; Network architecture; Quality of service; Real time systems; Telecommunication services; Autonomous Vehicles; Cloud computing platforms; Content distribution; Infrastructure deployments; Internet of thing (IOT); Real-time data processing; Real-time operation; Standards development organizations; Internet of things"
"Smart mobility in smart city action taxonomy, ICT intensity and public benefits","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946204472&doi=10.1007%2f978-3-319-23784-8_2&partnerID=40&md5=9b0747f2b17f9889875e65c1f01d4f91","Benefits; Digital city; ITS; Smart city; Smart mobility",
